reviews,sentiments,ratings
Apple is 🍎,Wonderful,5.0
"As always, worth the hype! Hav been using for the last 10 days!! It’s my dream to own an iPhone, really happy with the performance💙🥹",Great product,5.0
"Amazing product from the house of apple. Worth every penny.
Pros.
1. Camera
2. Processor
3. Security
4. Usability

Cons.
Price ( so wait for the BBD sale)",Excellent,5.0
"Suparb performance cemera best ever phone for me
My first apple product that fully satisfied me suparb phone go for it
Now no need to carry dslr",Terrific,5.0
Awesome camera and amazing display,Highly recommended,5.0
Nice 1,Worth every penny,5.0
"Best phone in 60k , everything is working as perfection 🤟🏻",Super!,5.0
"Thanks iOS I love iPhone excellent performance, iPhone",Great product,5.0
Overall good iphone ❤️,Best in the market!,5.0
"Willing to buy a other brand smartphones at this price point, then just drop that idea and go for this smartphone. You will love it 🙂",Terrific purchase,5.0
"*Awesome Phone*
Must buy ...",Brilliant,5.0
White colour is a nice choice,Really Nice,4.0
"Well, moved to iphone from Android. Everything is good and sound. I just really miss the fast charging and 120hz display. Other than than I am satisfied.",Good choice,4.0
Nice mobile...... Tnx to flipkart🤎,Must buy!,5.0
A top notch! I’ve upgraded to it from iPhone 11. iPhone 13 is by far the most flawlessly performing piece of quality hardware & software in a phone in 2022. Totally worth the money!,Mind-blowing purchase,5.0
"This is a classy and brilliant product.

You will enjoy the below mentioned features :

- OLED display clarity while watching videos
- cameras are mind blowing and Video recording quality is best in the world.
- built quality
- speaker effect
- form factor - fun to hold and operate in one hand.
- signal connectivity - using Airtel and Jio as dual sim. The calls are very clear and signal reception is amazing
- Battery backup is brilliant - almost 7 to 8 hours screen on time despite usi...
READ MORE",Stylish and Sophisticated,5.0
Camera is awesome 😍,Highly recommended,5.0
Tq so much ❤️🥰,Worth every penny,5.0
"I phone 13 😍 This phone is very fast and let alone the camera, dual sound quality and build quality is also very good but the size is small",Highly recommended,5.0
I switched to iPhone first time and it is my best experience with the iPhone 13 now. Camera and performance are best. Front camera quality is not up to the mark but what else can we expect with apple. But still I will praise apple for security,Highly recommended,5.0
"thanks flipkart my new i phone 13 with only 50000
thanks a lot",Super!,5.0
The best phone ever. Switch from Android to IOS after 8 years. So feels good.,Terrific purchase,5.0
Everything is good about the phone but unboxing experience is spoiled. 😒😒,Great product,5.0
Super,Brilliant,5.0
Show nise,Terrific purchase,5.0
"The performance of this phone is too good. The touch seems so elegant and smooth, feels premium. Camera is decent, and audio quality is also fantastic. No customisation like android.",Perfect product!,5.0
"i Love it.......🤗❤️
its My (ii) iphone Too muchhhh Happy 🤗❤️
My honest review after going broke buying
this depreciating object.l have been using
android phones since the last 10 years and
finally decided to switch to iPhone! 1 used to
roast iPhone for its prices, lack of features
and also things like power adapter not given
in box etc, but my last android phone (iqoo 7
legend) had lot of software related issues
and battery issues after updating it to
android 12, tired of bugs and software
...
READ MORE",Worth every penny,5.0
My first I phone ❤️🔥🔥🔥,Must buy!,5.0
mind blowing rear camera,Excellent,5.0
Luxury phone feels 👍,Simply awesome,5.0
Very good experience to having I phone 📱,Perfect product!,5.0
"Change iPhone 11 to 13 ,performance is the same for both.but the camera and display are superb🔥",Awesome,5.0
I moved from android to iPhone and I love it's camera most the design and performance is also superb worth every penny.,Best in the market!,5.0
Nice experience with I phone 13,Best in the market!,5.0
Value for money !!,Mind-blowing purchase,5.0
"I have been an android user since the inception of smartphones and never really understood why people were so mad about iphone until I bought an ipad for study purpose and then its just an amazing experience due to the experience I had with ipad I decided to buy an iphone for myself and now its been a month I am using iphone 13 and I am flabbergasted by its performance, transition from one app to another feels so seamless. I am exploring new features everyday and it just blow my mind everytim...
READ MORE",Wonderful,5.0
I loved the phone . It feels very different from android environment so found it a bit difficult to adjust.,Super!,5.0
"Mind blowing purchase. Thanks to Flipkart.
Big Billion days sale 2022",Simply awesome,5.0
Shifted from android to iphone. Overall good experience as of now. Thanks for the flipcart for best deal ❤️,Terrific,5.0
The phone is ultimate,Great product,5.0
It's awesome,Excellent,5.0
GOOD PRODUCT,Mind-blowing purchase,5.0
iOS is loved across globe for some reason. Loved every thing about the iPhone 13 and the startlight colour is really very nice.,Mind-blowing purchase,5.0
This is my first iphone. I am happy with this product.,Simply awesome,5.0
Superb 👌🏻,Best in the market!,5.0
To be frank recently I switch android to iphone and I swear this change will be pretty good. I'm experienced top notch camera quality and quite awesome performance of device 👌 .,Must buy!,5.0
"I'm very surprised by apple,what a mobile..",Mind-blowing purchase,5.0
I literally saying the camera quality is top notch ... Battery backup is more than iphone 12 or 11 ... But sometimes you will face some bugs due to update but iphone will clear after the software update ... If you thinking to buy this phone in 2022 or 2023 just go and grab this iphone 13 your money never gonna waste . Thank you 🥰,Brilliant,5.0
"I am an Android lover using 108MP camera phone but gifted this one to wife and uses it occassionally. Sharing my comparative experience

Pros:
1. Camera - it is the best in the market, even I used Xperia but the enhancements it did after the capture using AI is unmatched
2. Size - it the most standard size for a phone what it should be when you hold in the hand. Not too bulky not too small
3. Design - it looks amazing with new flat edges and as always the premium look
4. Battery - better than...
READ MORE",Perfect product!,5.0
"What a product. Awesome. I was die hard fan of android but after buying this 13, such an amazing product by apple. Love it. Ram management is great and camera is outstanding. Such a smooth experience and time saving compared to android devices.",Just wow!,5.0
I wanted to charge the phone but it is not getting charged.,Terrible product,5.0
Good phone working really awesome smooth and camera is really awesome thank you flipkart 2 days before i received my phone packaging also good and safe,Terrific purchase,5.0
Received original product,Great product,5.0
Awesome 👌...,Perfect product!,5.0
first review ❤❤ just love it.,Worth every penny,5.0
Super.,Simply awesome,5.0
"Awesome purchased starlight white
Battery: okay, easily last one day after Normal uses.
Display:good not like super amoled
Design:good.
Performed: excellent.
Front camera excellent but selfie very bad in low light condition.
Flipkart delivery was late but found the phone on good condition. Delivery agent was very nice. He did open box delivery and exchanged my old Vivo on good price.

Thanks Flipkart.",Very Good,4.0
I use IPhone 11 but the design of IPhone 13 is amazing,Good quality product,4.0
Awesome Purchase,Good choice,4.0
"10 years of Hardcore Android user now switch to IOS After one month of complete usage
Positive
1 Disaply
2 Processor
3 Portrait camera
4 software Experience
5 Sound
Negative

1 60hz but it's very smooth
2 2hr to full charge
3 Notch
4 Main camera not so good compare to Android flagship only few areas only iPhone 13 camera good .",Pretty good,4.0
"Liked the phone. I upgraded from one plus 6 to this. Its smooth, camera is good, no heating problem till now and have enough space.

Got the phone at a discount. I like Apple products for its durability.

But if you have iPhone 12 then you might not want to upgrade as the features are almost same. If you are choosing between iPhone 12 and 13, i would definitely suggest 13. In my case the price difference was around 2k and hence I tht of taking the latest one.

Also if you have an option to g...
READ MORE",Worth every penny,5.0
"Very nice phone
Loved all thing😍
#mehengi baatchit😝",Awesome,5.0
"Amazing camera over the top battery
If upgrading from anything from iPhone 11 (equivalent)
Or under it will make the difference of the world
Best phone if you can afford it",Simply awesome,5.0
Awesome phone,Excellent,5.0
I cannot say more like the way Flipkart held this delivery. The contact people were in constant touch with me. Also when i selected open box delivery they delivery guy opened the box in front of me while recording video with his phone. What else a customer can think off. Also i don't think i can talk about endless benefits is the iphone. One work AMAZING!,Wonderful,5.0
