reviews,sentiments,ratings
"2Very very poor quality of cloth and stitching, Flipkart is making fool by high rating to purchasers. Flipkart is not customer friendly now, only selling cheap and poor quality items.","Very very poor quality of cloth and stitching, Flipkart is making fool by high rating to purchasers. Flipkart is not customer friendly now, only selling cheap and poor quality items.",2
4Very nice T shirt. I am happy,Very nice T shirt. I am happy,4
5I like you,I like you,5
5Superb 👌👌👌,Superb 👌👌👌,5
5Good in that price,Good in that price,5
5I am so happy tish product 😀😀,I am so happy tish product 😀😀,5
5Good person,Good person,5
5Love it 😍..,Love it 😍..,5
"5Wow,I love this product,it's very comfortable.i","Wow,I love this product,it's very comfortable.i",5
"5This T-Shirt is vibrant and comfortable, perfect for adding a pop of color to any casual outfit. Its soft fabric amazing with cool design.","This T-Shirt is vibrant and comfortable, perfect for adding a pop of color to any casual outfit. Its soft fabric amazing with cool design.",5
5Good Quality,Good Quality,5
4Worth,Worth,4
"5Go for it with a closed eyes , worthy product, fabric was too good and stitching and fitting and everything was superb","Go for it with a closed eyes , worthy product, fabric was too good and stitching and fitting and everything was superb",5
5Super hai,Super hai,5
4Looking good Tshirt,Looking good Tshirt,4
4I Love This ❤ Producket,I Love This ❤ Producket,4
5Good quality ❤️,Good quality ❤️,5
5very nice,very nice,5
"5It's a perfect fit and completely satisfied.
Also good value for money, ho for this without thinking too much","It's a perfect fit and completely satisfied.
Also good value for money, ho for this without thinking too much",5
"5Good product
I'm so happy","Good product
I'm so happy",5
5Amazing quality T-shirt. Best for summer,Amazing quality T-shirt. Best for summer,5
5T-shirt perfectly fits me.feels soft on skin,T-shirt perfectly fits me.feels soft on skin,5
5i am so happy 😁,i am so happy 😁,5
4Nice product and quality ❤️,Nice product and quality ❤️,4
4Good products,Good products,4
4Goog quality,Goog quality,4
3Good 👍😊,Good 👍😊,3
3Size perfect but t-shart shirt is bad,Size perfect but t-shart shirt is bad,3
"3Quality just ok , don't expect more from this price range","Quality just ok , don't expect more from this price range",3
"5Nice product awesome exp with this. Best brand in th world. I love it
Recommended for all the people out there pls try it once","Nice product awesome exp with this. Best brand in th world. I love it
Recommended for all the people out there pls try it once",5
5Superb quality and style or fitting very nice 🙂👍,Superb quality and style or fitting very nice 🙂👍,5
5Quality best hai,Quality best hai,5
5Good product 👍👍,Good product 👍👍,5
5Good condition good product 🥰,Good condition good product 🥰,5
5Quality is good price was low,Quality is good price was low,5
5So good quality,So good quality,5
5Clothe quality is to good man i am buying another on,Clothe quality is to good man i am buying another on,5
5Nice Product Loved it. Fabric quality also nice specially in summer days it feels so light and airy.,Nice Product Loved it. Fabric quality also nice specially in summer days it feels so light and airy.,5
5Best product for summer comfortable,Best product for summer comfortable,5
"5The length is perfect, doesn't ride up when moving around.","The length is perfect, doesn't ride up when moving around.",5
"5Easy to layer with other clothing items, versatile for any season.","Easy to layer with other clothing items, versatile for any season.",5
5The t-shirt maintains its shape even after prolonged wear.,The t-shirt maintains its shape even after prolonged wear.,5
"5No shrinkage after washing, true to size.","No shrinkage after washing, true to size.",5
"5I've bought multiples in different colors, love them all.","I've bought multiples in different colors, love them all.",5
5Very good product in terms of quality and also the fabric is really good totally satisfied with the product quality,Very good product in terms of quality and also the fabric is really good totally satisfied with the product quality,5
5Good platform for shoping,Good platform for shoping,5
"5Yesterday I received this product
Its texture is very soft and awesome quality and at this minimum price, you never regret","Yesterday I received this product
Its texture is very soft and awesome quality and at this minimum price, you never regret",5
5so qwalti dijairebel and nice tesalt ONS you batter ....,so qwalti dijairebel and nice tesalt ONS you batter ....,5
5Comfortable T Shirt,Comfortable T Shirt,5
5Nice ❤❤,Nice ❤❤,5
5This t-shirt is very good 👍,This t-shirt is very good 👍,5
5Good products,Good products,5
5Received accordingly. Thank you so much,Received accordingly. Thank you so much,5
5Very good. Received accordingly,Very good. Received accordingly,5
5Best t-shirt,Best t-shirt,5
5Nice fabric,Nice fabric,5
5Nice so beautiful 😍,Nice so beautiful 😍,5
5Good product..,Good product..,5
5This is very very good product,This is very very good product,5
5Comfortable and very good quality,Comfortable and very good quality,5
"5This is cool product is summer 🌞 iam so happy 😊
Thank you Flipkart","This is cool product is summer 🌞 iam so happy 😊
Thank you Flipkart",5
5Very good quality excellent product,Very good quality excellent product,5
"5It's very good tshirt in this price. It's very comfortable. Colour, print, size and fabric is very good. I recommended to use this.","It's very good tshirt in this price. It's very comfortable. Colour, print, size and fabric is very good. I recommended to use this.",5
5unique design also this one this perfect fit for my son thankyou,unique design also this one this perfect fit for my son thankyou,5
5The product is good. It's quite comfortable and the quality is amazing. The color is exactly what they showed in the image,The product is good. It's quite comfortable and the quality is amazing. The color is exactly what they showed in the image,5
"5This is an amazing purchase,the quality of the material is top notch,i would highly recommend to purchase this polo tshirt","This is an amazing purchase,the quality of the material is top notch,i would highly recommend to purchase this polo tshirt",5
"5Colour is as good as seen in photos. Fit is perfect. Material so good. Go for it
Don't think twice","Colour is as good as seen in photos. Fit is perfect. Material so good. Go for it
Don't think twice",5
5This tshirt fabric is of good quality. It is regular fit and color delivered what is shown in the picture,This tshirt fabric is of good quality. It is regular fit and color delivered what is shown in the picture,5
"5Value for money. Really comfortable to wear , I would have been an extra ordinary buy .","Value for money. Really comfortable to wear , I would have been an extra ordinary buy .",5
5Excellent product,Excellent product,5
5This T-shirt is so coolyand lightly.It is very comfortable for summer season.I mostly like this product I request you to prefer this type of t-shirt,This T-shirt is so coolyand lightly.It is very comfortable for summer season.I mostly like this product I request you to prefer this type of t-shirt,5
1Waste cloth,Waste cloth,1
5Superb quality tshirt looks so amazing on me.. Really wonderful 😊,Superb quality tshirt looks so amazing on me.. Really wonderful 😊,5
5This T-shirt is so coolyand lightly.It is very comfortable for summer season,This T-shirt is so coolyand lightly.It is very comfortable for summer season,5
1What a waste of piece,What a waste of piece,1
4It will make you confused what you are wearing ... 😊 You are wearing a T-shirt or Track Suit or Underwear or Dhuti 🤣🤣🤣 It's like whole pant is made of Elastic 😊 Amazing Experience,It will make you confused what you are wearing ... 😊 You are wearing a T-shirt or Track Suit or Underwear or Dhuti 🤣🤣🤣 It's like whole pant is made of Elastic 😊 Amazing Experience,4
"3This is not for official use of trousers, it can be used in only home it looks like track paint, photo and deliver trouser There are a lot of differences, when you are buying this please think about it.","This is not for official use of trousers, it can be used in only home it looks like track paint, photo and deliver trouser There are a lot of differences, when you are buying this please think about it.",3
"4Looks exactly like a formal trouser except the back pocket looks not so classy. Very stretcheable and comfortable even in hot weather.
Good cloth material.","Looks exactly like a formal trouser except the back pocket looks not so classy. Very stretcheable and comfortable even in hot weather.
Good cloth material.",4
4Exactly like a formal trouser. Very stretchable and comfortable. Good Product. ⭐⭐⭐⭐,Exactly like a formal trouser. Very stretchable and comfortable. Good Product. ⭐⭐⭐⭐,4
4Nice product 👌🏻.,Nice product 👌🏻.,4
4Very smooth,Very smooth,4
"4Very Nyce Product looks good and comfortable also, Love the Product ❤️❤️👌","Very Nyce Product looks good and comfortable also, Love the Product ❤️❤️👌",4
"3Nice product.Look simple and perfect
Quality ok.Little bit thin fabric","Nice product.Look simple and perfect
Quality ok.Little bit thin fabric",3
"5Comfortable, Stretchable, affordable.","Comfortable, Stretchable, affordable.",5
